,Conc,Duration,HI
0,0.0001,3.4728628333333336,3.2040504133000525e-06
1,0.0002,3.4416638333333336,8.73721190892809e-06
2,0.00030000000000000003,3.419128333333333,1.5481388655814498e-05
3,0.0004,3.4012543333333336,2.2993586140160003e-05
4,0.0005,3.3863034999999995,3.106551183891497e-05
5,0.0006000000000000001,3.3733388333333334,3.962458196328953e-05
6,0.0007,3.361917,4.853749700087065e-05
7,0.0008,3.3515726666666663,5.785342870876775e-05
8,0.0009000000000000001,3.3419456666666667,6.768171786707171e-05
9,0.001,3.332996833333333,7.789417331041478e-05
10,0.002,3.2647508333333333,0.00019990570667250722
11,0.003,3.21413,0.0003575658074209059
12,0.004,3.1704939999999997,0.0005530529941097484
13,0.005,3.1300626666666673,0.000789911740316893
14,0.006,3.091356333333333,0.001070434431452304
15,0.007,3.0537884999999996,0.0013949092068563913
16,0.008,3.0168228333333333,0.0017656697699363576
17,0.009000000000000001,2.9802848333333336,0.002182989239503513
18,0.01,2.9441091666666668,0.002646755849508918
19,0.03,2.221608666666667,0.02241062836216006
20,0.049999999999999996,1.4787893333333333,0.0630999500060192
21,0.06999999999999999,0.7458864999999999,0.12303202864823107
22,0.08999999999999998,0.1977744999999997,0.18213379372504715
23,0.10999999999999997,0.023716499999999693,0.20501820445803168
24,0.12999999999999998,0.0025136666666670257,0.2082063213221467
25,0.15,0.0003373333333335419,0.2085691807113326
26,0.16999999999999998,9.866666666691042e-05,0.20861281871271495
27,0.18999999999999997,1.4666666666774594e-05,0.20862959393632774
28,0.20999999999999996,0.0,0.20863267808032396
