,Conc,Duration,HI
0,0.0001,3.472926333333333,3.64468350542424e-06
1,0.0002,3.441574333333333,9.98791026962067e-06
2,0.00030000000000000003,3.419191333333333,1.7613655096693037e-05
3,0.0004,3.4012375,2.6189155367183047e-05
4,0.0005,3.3863636666666665,3.533034210224741e-05
5,0.0006000000000000001,3.373347166666667,4.5138459391591825e-05
6,0.0007,3.3618891666666664,5.5343317396318526e-05
7,0.0008,3.3515303333333333,6.598844784120956e-05
8,0.0009000000000000001,3.3419224999999995,7.71925418292085e-05
9,0.001,3.3329181666666665,8.894207613066101e-05
10,0.002,3.264622166666667,0.00022801877918900571
11,0.003,3.2140390000000005,0.0004070079778677609
12,0.004,3.1703413333333335,0.000629049939361721
13,0.005,3.1300733333333333,0.0008967500708946318
14,0.006,3.091429333333333,0.0012144851791883412
15,0.007,3.0537483333333335,0.0015837026726840122
16,0.008,3.0167663333333334,0.002004557592675701
17,0.009000000000000001,2.980238166666667,0.0024780000406353793
18,0.01,2.9440806666666663,0.003004109505055385
19,0.03,2.221531333333333,0.02542411988523454
20,0.049999999999999996,1.4785106666666665,0.07157802983221263
21,0.06999999999999999,0.7458600000000001,0.13956229870297612
22,0.08999999999999998,0.19528866666666697,0.2068470094697237
23,0.10999999999999997,0.022307166666666944,0.2325777598688066
24,0.12999999999999998,0.002493499999999737,0.23594768178105952
25,0.15,0.0004259999999999309,0.23634086515695454
26,0.16999999999999998,0.00010249999999966045,0.23640920142323377
27,0.18999999999999997,4.666666666632106e-05,0.23642251051456334
28,0.20999999999999996,1.4000000000275274e-05,0.23643079122990968
