,Conc,Duration,HI
0,0.0001,3.659453,2.372703386740227e-06
1,0.0002,3.6135075000000003,7.128946900596134e-06
2,0.00030000000000000003,3.576999333333333,1.3501773565860731e-05
3,0.0004,3.545825166666667,2.1151605740590186e-05
4,0.0005,3.518125,2.9918111788629176e-05
5,0.0006000000000000001,3.4931441666666667,3.960695419277727e-05
6,0.0007,3.4703388333333334,5.008022771894503e-05
7,0.0008,3.4491715000000003,6.132082463386723e-05
8,0.0009000000000000001,3.429358,7.327271030981138e-05
9,0.001,3.4106285,8.592283963989758e-05
10,0.002,3.261916666666667,0.00024280834201563265
11,0.003,3.1493538333333335,0.00044596953487634894
12,0.004,3.0558093333333334,0.0006859468209222541
13,0.005,2.973817,0.000959498570516007
14,0.006,2.8997756666666668,0.0012642945123661775
15,0.007,2.831793333333333,0.0015978852873435245
16,0.008,2.7688788333333334,0.001957054294255795
17,0.009000000000000001,2.7099665,0.002341255826462293
18,0.01,2.654386666666667,0.0027493969960079995
19,0.03,1.8558778333333332,0.015264203478372656
20,0.049999999999999996,1.3024205,0.034228128104261124
21,0.06999999999999999,0.8815448333333332,0.056923822293221016
22,0.08999999999999998,0.5514698333333331,0.08136520929706749
23,0.10999999999999997,0.30314133333333304,0.10460488737707492
24,0.12999999999999998,0.1405873333333337,0.12277907341790852
25,0.15,0.055613166666666984,0.13372168044743593
26,0.16999999999999998,0.018240500000000187,0.13913209274706898
27,0.18999999999999997,0.004827333333333475,0.14128455927369651
28,0.20999999999999996,0.0013323333333331295,0.1418972213908797
