,Conc,Duration,HI
0,0.0001,3.5018666666666665,1.4150843952059233e-06
1,0.0002,3.480148666666666,4.21110982840105e-06
2,0.00030000000000000003,3.463588333333334,7.842115578526432e-06
3,0.0004,3.4497979999999995,1.208993681487982e-05
4,0.0005,3.4383165,1.6648910765326265e-05
5,0.0006000000000000001,3.4281243333333333,2.1609769511906052e-05
6,0.0007,3.4189556666666663,2.6900791430239222e-05
7,0.0008,3.4105738333333333,3.2478674830144886e-05
8,0.0009000000000000001,3.402815,3.8318089424660685e-05
9,0.001,3.3956385,4.434949552532998e-05
10,0.002,3.3423105000000004,0.00011298831747444637
11,0.003,3.3052034999999997,0.00019366695779463044
12,0.004,3.2753970000000003,0.00028452819864905905
13,0.005,3.249963666666667,0.0003839964260609122
14,0.006,3.227268166666667,0.0004919993646195507
15,0.007,3.2063978333333334,0.0006088125186419348
16,0.008,3.1869131666666664,0.0007340471646850346
17,0.009000000000000001,3.168240833333334,0.0008697275467115105
18,0.01,3.1501780000000004,0.0010162403876995086
19,0.03,2.8287048333333336,0.006419388924558006
20,0.049999999999999996,2.5138196666666666,0.01707917293477367
21,0.06999999999999999,2.1931641666666666,0.03337125399130891
22,0.08999999999999998,1.8665456666666667,0.05551113724018942
23,0.10999999999999997,1.5349125,0.08363028376046132
24,0.12999999999999998,1.2014036666666668,0.11758915028143238
25,0.15,0.8706115,0.15690336894038628
26,0.16999999999999998,0.5563176666666664,0.19956188765111874
27,0.18999999999999997,0.28700649999999994,0.24053012025150966
28,0.20999999999999996,0.10751016666666677,0.27056726372632695
