,Conc,Duration,HI
0,0.0001,3.4729746666666665,4.011891928590217e-06
1,0.0002,3.441740666666666,1.0952151017545475e-05
2,0.00030000000000000003,3.4192013333333335,1.9384359340256196e-05
3,0.0004,3.4011495,2.8846923066816998e-05
4,0.0005,3.3862591666666666,3.8889480327452474e-05
5,0.0006000000000000001,3.373267166666667,4.963800241607714e-05
6,0.0007,3.361721166666667,6.091379381832667e-05
7,0.0008,3.3513225,7.262443880126739e-05
8,0.0009000000000000001,3.3417125,8.490266247099498e-05
9,0.001,3.332831,9.761423310083046e-05
10,0.002,3.2647949999999994,0.00024993573452229613
11,0.003,3.214127,0.0004478901515918551
12,0.004,3.1704684999999997,0.0006929730389383621
13,0.005,3.1301211666666666,0.0009889729914808413
14,0.006,3.0913899999999996,0.0013400521277682855
15,0.007,3.0537314999999996,0.0017471914500580168
16,0.008,3.016803666666666,0.002210759317060001
17,0.009000000000000001,2.9803553333333337,0.002732083748257719
18,0.01,2.9441706666666665,0.0033126665848074483
19,0.03,2.222098166666667,0.028017785022431053
20,0.049999999999999996,1.4797831666666668,0.07885951403204818
21,0.06999999999999999,0.7470510000000001,0.15385053013686556
22,0.08999999999999998,0.19715016666666693,0.22808092522670048
23,0.10999999999999997,0.023780000000000048,0.2566264317346038
24,0.12999999999999998,0.00270216666666632,0.2605941842195811
25,0.15,0.0003226666666667673,0.2610993587774457
26,0.16999999999999998,9.933333333340974e-05,0.26115208253089806
27,0.18999999999999997,1.1833333333015617e-05,0.2611743958396139
28,0.20999999999999996,0.0,0.26117743991736786
