,Conc,Duration,HI
0,0.0001,3.505184666666666,1.7216325811129752e-06
1,0.0002,3.4852656666666664,5.087156614415278e-06
2,0.00030000000000000003,3.4702010000000003,9.367570443757245e-06
3,0.0004,3.457477666666667,1.4421436055295089e-05
4,0.0005,3.4467528333333335,1.9870937513690023e-05
5,0.0006000000000000001,3.4372828333333336,2.5738190663685144e-05
6,0.0007,3.4286643333333338,3.2041099144930744e-05
7,0.0008,3.420710333333333,3.874167858452893e-05
8,0.0009000000000000001,3.413337,4.5752830488982e-05
9,0.001,3.4065083333333335,5.297641525862673e-05
10,0.002,3.355336166666667,0.0001349100786826966
11,0.003,3.319297833333333,0.00023036651083966717
12,0.004,3.2896713333333336,0.00033900622544897485
13,0.005,3.2641015,0.0004584224542908487
14,0.006,3.2413353333333332,0.0005870020625807228
15,0.007,3.2201228333333334,0.0007277636341488687
16,0.008,3.2002950000000006,0.0008785844462210661
17,0.009000000000000001,3.1813705000000003,0.0010411522971422527
18,0.01,3.1630898333333333,0.0012162267229912686
19,0.03,2.8395680000000003,0.0076414389855912306
20,0.049999999999999996,2.5267185000000003,0.020214397466483933
21,0.06999999999999999,2.210294833333333,0.03931772685565375
22,0.08999999999999998,1.8889708333333333,0.06520718755510024
23,0.10999999999999997,1.5639125000000003,0.09796907513115875
24,0.12999999999999998,1.2374563333333335,0.1374710908209192
25,0.15,0.9145530000000001,0.1830622102209585
26,0.16999999999999998,0.6061351666666667,0.23278243419092468
27,0.18999999999999997,0.3386441666666663,0.2810828060471671
28,0.20999999999999996,0.15278766666666646,0.31797915687870554
