,Conc,Duration,HI
0,0.0001,3.6594388333333336,2.563133243285165e-06
1,0.0002,3.6136185000000003,7.694827678650995e-06
2,0.00030000000000000003,3.5771611666666665,1.4580925977918468e-05
3,0.0004,3.545928166666667,2.2883326466262587e-05
4,0.0005,3.5182015,3.238558660427771e-05
5,0.0006000000000000001,3.4932274999999997,4.287485472636945e-05
6,0.0007,3.4703743333333334,5.424721036602023e-05
7,0.0008,3.4491895,6.643395329683698e-05
8,0.0009000000000000001,3.4293378333333333,7.939713790847236e-05
9,0.001,3.410577,9.31087583640874e-05
10,0.002,3.2619141666666667,0.0002627048507649306
11,0.003,3.149446333333333,0.00048216251054036547
12,0.004,3.0558398333333336,0.0007418472832694534
13,0.005,2.9738685,0.0010377200684335548
14,0.006,2.8997191666666664,0.001368001967651071
15,0.007,2.8316483333333338,0.0017295096781657776
16,0.008,2.768688,0.002118625198799418
17,0.009000000000000001,2.7097136666666666,0.002534898675867589
18,0.01,2.6542003333333333,0.0029760912313184233
19,0.03,1.8563618333333332,0.016490859651309437
20,0.049999999999999996,1.3032959999999998,0.0369692079130793
21,0.06999999999999999,0.8825698333333333,0.06150091170484666
22,0.08999999999999998,0.5528783333333331,0.08791683110988233
23,0.10999999999999997,0.303890666666667,0.11311889900213573
24,0.12999999999999998,0.14060216666666672,0.13285363628810737
25,0.15,0.05510033333333316,0.14475756018033717
26,0.16999999999999998,0.017560333333333348,0.1506233580926666
27,0.18999999999999997,0.00471433333333304,0.15285063562935683
28,0.20999999999999996,0.0011920000000001589,0.15352285522914025
