,Conc,Duration,HI
0,0.0001,3.602683833333333,6.339954703472727e-06
1,0.0002,3.532166833333333,1.833811511207841e-05
2,0.00030000000000000003,3.478369333333333,3.366706883714414e-05
3,0.0004,3.4341069999999996,5.1300676498885875e-05
4,0.0005,3.3960375000000003,7.07600636107145e-05
5,0.0006000000000000001,3.362102666666667,9.18964321000658e-05
6,0.0007,3.3311808333333333,0.00011460216972741364
7,0.0008,3.3026703333333334,0.00013870337894122714
8,0.0009000000000000001,3.2761104999999997,0.0001640893725875685
9,0.001,3.2513124999999996,0.0001905301222584967
10,0.002,3.057868,0.0005066539848397951
11,0.003,2.915998166666667,0.000895900350890588
12,0.004,2.8005329999999997,0.0013389545388054103
13,0.005,2.7013710000000004,0.0018277529311424587
14,0.006,2.6136923333333333,0.002356161939541926
15,0.007,2.5342545,0.0029224121326347813
16,0.008,2.4610525,0.003525414723996073
17,0.009000000000000001,2.3926870000000005,0.004165104168478866
18,0.01,2.3286923333333336,0.004835667119501158
19,0.03,1.4815511666666665,0.022838245753454976
20,0.049999999999999996,0.9738308333333335,0.046530176573223433
21,0.06999999999999999,0.5776588333333332,0.07517409220950212
22,0.08999999999999998,0.27560833333333296,0.10442291092330125
23,0.10999999999999997,0.09644266666666682,0.12585607395262924
24,0.12999999999999998,0.025686500000000098,0.13578704093561975
25,0.15,0.005241999999999886,0.1390253043720266
26,0.16999999999999998,0.0008795000000001589,0.13979442164094652
27,0.18999999999999997,0.00017666666666703654,0.13992733804674354
28,0.20999999999999996,6.999999999758681e-06,0.13996314257027115
