,Conc,Duration,HI
0,0.0001,3.6703539999999997,2.63847381095611e-06
1,0.0002,3.630557333333334,7.860702579677082e-06
2,0.00030000000000000003,3.5990225,1.4800748980761113e-05
3,0.0004,3.5720648333333327,2.3109551701890043e-05
4,0.0005,3.5481985000000003,3.255903925029884e-05
5,0.0006000000000000001,3.52654,4.3025046249567824e-05
6,0.0007,3.506773,5.429548767222059e-05
7,0.0008,3.4884753333333336,6.630733929887356e-05
8,0.0009000000000000001,3.471474166666667,7.893365345989878e-05
9,0.001,3.455523166666667,9.215589838161122e-05
10,0.002,3.330185166666667,0.0002515811021498848
11,0.003,3.236788666666667,0.00045046238263093984
12,0.004,3.160352,0.000677427974269449
13,0.005,3.094230666666667,0.000928768063509051
14,0.006,3.0352823333333334,0.0012015417182134115
15,0.007,2.981752666666667,0.0014932246795782702
16,0.008,2.932473333333333,0.001802025539407623
17,0.009000000000000001,2.8865931666666667,0.002126855572499335
18,0.01,2.843735,0.0024648647252004593
19,0.03,2.2587705000000002,0.01149792679748498
20,0.049999999999999996,1.8705209999999999,0.02371520366994664
21,0.06999999999999999,1.5672703333333333,0.03788778384514153
22,0.08999999999999998,1.3192086666666667,0.05319965044064447
23,0.10999999999999997,1.1066259999999999,0.06950654490692541
24,0.12999999999999998,0.9169380000000001,0.08692177987461909
25,0.15,0.7450743333333333,0.10530318460045382
26,0.16999999999999998,0.5887773333333333,0.12439240224948153
27,0.18999999999999997,0.4487888333333331,0.14360747142946348
28,0.20999999999999996,0.3271274999999999,0.16213244607066735
