,HI,CR
0,0.1713266,2.557911e-07
1,0.3570399,5.3229934e-07
2,0.28644687,4.2627147e-07
3,0.27873155,4.1593952e-07
4,0.28240088,4.226333e-07
5,0.28192967,4.223111e-07
6,0.23439336,3.4708688e-07
7,0.42235202,6.337935e-07
8,0.38272774,5.70284e-07
9,0.054425556,8.1610125e-08
10,0.27729416,4.148479e-07
11,0.19672465,2.923849e-07
12,0.29757872,4.4365612e-07
13,0.32313102,4.7931894e-07
14,0.0787217,1.1821192e-07
15,0.2513144,3.7519322e-07
16,0.35600194,5.3027503e-07
17,0.09085886,1.3608569e-07
18,0.39789525,5.9068094e-07
19,0.343094,5.1444056e-07
20,0.30641404,4.5537897e-07
21,0.27007064,4.0467287e-07
22,0.364145,5.4468046e-07
23,0.26617777,3.9591666e-07
24,0.30973747,4.618095e-07
25,0.48572618,7.273678e-07
26,0.33534938,5.0124174e-07
27,0.17637816,2.6283774e-07
28,0.2784472,4.1389342e-07
29,0.24807017,3.6832722e-07
30,0.20272711,3.003287e-07
31,0.2909207,4.353487e-07
32,0.20708416,3.0973698e-07
33,0.2997924,4.4816886e-07
34,0.36563748,5.4653617e-07
35,0.25847003,3.850749e-07
36,0.36641783,5.517031e-07
37,0.16341378,2.4395254e-07
38,0.33705768,5.019612e-07
39,0.10618451,1.5785476e-07
40,0.17220695,2.5653105e-07
41,0.12474023,1.8452275e-07
42,0.32635075,4.8699087e-07
43,0.20721927,3.0652373e-07
44,0.30032524,4.4532206e-07
45,0.08471677,1.2607941e-07
46,0.30549297,4.541842e-07
47,0.31101486,4.637197e-07
48,0.21528222,3.2208706e-07
49,0.39565605,5.9633675e-07
50,0.36274016,5.4113104e-07
51,0.28292528,4.1943315e-07
52,0.35863158,5.3943427e-07
53,0.32941332,4.9099344e-07
54,0.38542163,5.742051e-07
55,0.15165782,2.2583728e-07
56,0.25792447,3.8313289e-07
57,0.33046857,4.9230135e-07
58,0.40223897,6.0536314e-07
59,0.25988162,3.89571e-07
60,0.34444258,5.135062e-07
61,0.33579302,5.005274e-07
62,0.32554758,4.884582e-07
63,0.20672008,3.0789246e-07
64,0.24135579,3.5819025e-07
65,0.33519366,4.9600766e-07
66,0.13852277,2.0786929e-07
67,0.18829405,2.8008955e-07
68,0.36872107,5.5098496e-07
69,0.2855086,4.2605316e-07
70,0.35252967,5.306559e-07
71,0.35757196,5.3939164e-07
72,0.34272864,5.156585e-07
73,0.34429306,5.133066e-07
74,0.32458818,4.790478e-07
75,0.34589612,5.182513e-07
76,0.21736366,3.2377648e-07
77,0.19575408,2.928558e-07
78,0.34316286,5.107279e-07
79,0.3477344,5.197421e-07
80,0.18005694,2.675723e-07
81,0.33650047,4.987483e-07
82,0.2205484,3.2957428e-07
83,0.029028935,4.386482e-08
84,0.29143685,4.3225668e-07
85,0.24241586,3.6129833e-07
86,0.38193312,5.743229e-07
87,0.31703836,4.7233686e-07
88,0.2863802,4.3008933e-07
89,0.35738856,5.3038593e-07
90,0.3345347,4.997689e-07
91,0.3049013,4.5326058e-07
92,0.18963972,2.843926e-07
93,0.31723687,4.796509e-07
94,0.3277195,4.904858e-07
95,0.25555485,3.798217e-07
96,0.20247804,3.0142826e-07
97,0.3126601,4.673086e-07
98,0.27807137,4.1260256e-07
99,0.14583363,2.1724216e-07
100,0.14185151,2.1120205e-07
101,0.28153035,4.2123636e-07
102,0.1630396,2.44737e-07
103,0.29090405,4.3537872e-07
104,0.36116222,5.431884e-07
105,0.34199876,5.098853e-07
106,0.36102548,5.380203e-07
107,0.4353028,6.5171474e-07
108,0.26031205,3.8599427e-07
109,0.1254211,1.8565255e-07
110,0.34514335,5.1304244e-07
111,0.32900712,4.8741805e-07
112,0.3899265,5.8811355e-07
113,0.30336183,4.5268123e-07
114,0.2123514,3.172809e-07
115,0.35953644,5.3378386e-07
116,0.3303,4.905091e-07
117,0.36224037,5.429087e-07
118,0.35573223,5.302511e-07
119,0.32778308,4.919588e-07
120,0.30002132,4.4880179e-07
121,0.21844739,3.2440954e-07
122,0.315932,4.7343195e-07
123,0.34114382,5.0509885e-07
124,0.047214743,7.097357e-08
125,0.23555747,3.5001966e-07
126,0.008056983,1.2197185e-08
127,0.3319352,4.9453973e-07
128,0.38471946,5.723112e-07
129,0.39724427,5.928469e-07
130,0.35429266,5.323962e-07
131,0.15107165,2.2818678e-07
132,0.16476405,2.4631103e-07
133,0.31688327,4.746514e-07
134,0.41177788,6.1481876e-07
135,0.31898883,4.7557165e-07
136,0.26973334,4.0164707e-07
137,0.18231992,2.7192687e-07
138,0.17882659,2.6828351e-07
139,0.18144579,2.7364464e-07
140,0.37016863,5.5101356e-07
141,0.27034074,4.0565126e-07
142,0.35904562,5.3627843e-07
143,0.40041935,6.026835e-07
144,0.35655993,5.327818e-07
145,0.189297,2.8223127e-07
146,0.28581053,4.2744608e-07
147,0.33746198,5.007969e-07
148,0.36278892,5.4381354e-07
149,0.3332949,4.939193e-07
150,0.33110595,4.9094086e-07
151,0.3587771,5.341786e-07
152,0.36007953,5.3614804e-07
153,0.10460367,1.5612409e-07
154,0.104668215,1.5596284e-07
155,0.24822503,3.7147169e-07
156,0.32394662,4.8378195e-07
157,0.36088234,5.380394e-07
158,0.23339687,3.4914714e-07
159,0.2764112,4.1343105e-07
160,0.3773666,5.6586754e-07
161,0.24582982,3.685094e-07
162,0.017327476,2.5895172e-08
163,0.20079422,3.008409e-07
164,0.25668994,3.847808e-07
165,0.24398075,3.6296098e-07
166,0.21446703,3.1813676e-07
167,0.34321895,5.1504776e-07
168,0.3185929,4.7530582e-07
169,0.36946604,5.52735e-07
170,0.34423503,5.145635e-07
171,0.23517214,3.5005706e-07
172,0.29718056,4.4230816e-07
173,0.33610794,5.033336e-07
174,0.35307622,5.227279e-07
175,0.35994986,5.370819e-07
176,0.19076985,2.8148628e-07
177,0.23704264,3.5275895e-07
178,0.32401356,4.8335454e-07
179,0.4392209,6.5420994e-07
180,0.31609365,4.710697e-07
181,0.22787932,3.4089342e-07
182,0.31774658,4.7580772e-07
183,0.33570257,4.985726e-07
184,0.20868756,3.1117278e-07
185,0.11346522,1.7051428e-07
186,0.08672216,1.2935145e-07
187,0.35426164,5.2878335e-07
188,0.27505493,4.0940444e-07
189,0.26121813,3.919088e-07
190,0.2179585,3.2606346e-07
191,0.111419514,1.6675294e-07
192,0.2964999,4.4065936e-07
193,0.3962987,5.956133e-07
194,0.28797206,4.2880853e-07
195,0.28560537,4.2464293e-07
196,0.23482642,3.487179e-07
197,0.33163247,4.946001e-07
198,0.31700793,4.7467054e-07
199,0.30824953,4.609402e-07
200,0.13777395,2.06818e-07
201,0.29655737,4.4642255e-07
202,0.13935864,2.07619e-07
203,0.32725775,4.916168e-07
204,0.38813612,5.799538e-07
205,0.2229006,3.3443004e-07
206,0.35002008,5.213599e-07
207,0.33513692,4.9980133e-07
208,0.4029066,6.052341e-07
209,0.23328035,3.482821e-07
210,0.32892373,4.9186445e-07
211,0.037262768,5.5724517e-08
212,0.29127368,4.3519674e-07
213,0.23068388,3.4528205e-07
214,0.27009964,4.0339978e-07
215,0.36219394,5.4050025e-07
216,0.3267475,4.8438517e-07
217,0.25996906,3.8467897e-07
218,0.1421678,2.1125787e-07
219,0.2528189,3.7542503e-07
220,0.38660055,5.736171e-07
221,0.3063871,4.5820389e-07
222,0.20330882,3.0476795e-07
223,0.24870773,3.7059053e-07
224,0.3459933,5.156681e-07
225,0.40864405,6.0888976e-07
226,0.3149151,4.7469385e-07
227,0.1281176,1.9169521e-07
228,0.28128836,4.19721e-07
229,0.36590877,5.435627e-07
230,0.26326674,3.948816e-07
231,0.36673462,5.518334e-07
232,0.43156728,6.4824354e-07
233,0.33930743,5.0461995e-07
234,0.27942938,4.153903e-07
235,0.32858574,4.890634e-07
236,0.38310122,5.7257984e-07
237,0.27961808,4.1775442e-07
238,0.12751137,1.9129507e-07
239,0.32711565,4.870376e-07
240,0.31119275,4.6552498e-07
241,0.3884864,5.7893027e-07
242,0.042120766,6.307896e-08
243,0.24247205,3.6261793e-07
244,0.29986137,4.4754333e-07
245,0.328525,4.913146e-07
246,0.22860742,3.4273475e-07
247,0.30903363,4.6214453e-07
248,0.18177013,2.7268788e-07
249,0.29527012,4.42536e-07
250,0.39059055,5.860885e-07
251,0.2294814,3.4364555e-07
252,0.18933864,2.801713e-07
253,0.19515504,2.903712e-07
254,0.25266263,3.7879508e-07
255,0.14952366,2.2339292e-07
256,0.38799778,5.768373e-07
257,0.2369415,3.5446286e-07
258,0.40642855,6.0401385e-07
259,0.21989842,3.2858307e-07
260,0.4606286,6.8748443e-07
261,0.16304006,2.4352363e-07
262,0.1920305,2.8759536e-07
263,0.2382022,3.567729e-07
264,0.39597785,5.954515e-07
265,0.32110184,4.770061e-07
266,0.34159493,5.095002e-07
267,0.38266835,5.7470476e-07
268,0.30033848,4.4708764e-07
269,0.4847695,7.303182e-07
270,0.27140364,4.0869335e-07
271,0.09051325,1.3532903e-07
272,0.22315004,3.3439434e-07
273,0.091905236,1.3779274e-07
274,0.38225093,5.7080723e-07
275,0.39451492,5.899481e-07
276,0.30285054,4.486365e-07
277,0.2764403,4.1438884e-07
278,0.26506272,3.9426735e-07
279,0.30406883,4.5376873e-07
280,0.31429857,4.692863e-07
281,0.31770483,4.7535087e-07
282,0.24416992,3.6643087e-07
283,0.20392069,3.0313095e-07
284,0.18363279,2.7613697e-07
285,0.36287788,5.406865e-07
286,0.05462756,8.161309e-08
287,0.2989746,4.4283064e-07
288,0.27687022,4.1372758e-07
289,0.3034859,4.518899e-07
290,0.4176305,6.274807e-07
291,0.22768185,3.4021278e-07
292,0.2966452,4.4345177e-07
293,0.25698465,3.831028e-07
294,0.09403574,1.4037313e-07
295,0.20319957,3.041717e-07
296,0.13362484,1.9804126e-07
297,0.3497923,5.2179166e-07
298,0.09685416,1.4469776e-07
299,0.29538232,4.4259275e-07
300,0.3654251,5.443947e-07
301,0.21585114,3.233816e-07
302,0.2751276,4.108474e-07
303,0.22435758,3.3521545e-07
304,0.15797581,2.3524058e-07
305,0.30736473,4.6004342e-07
306,0.36033708,5.3851267e-07
307,0.33514106,5.015836e-07
308,0.37049434,5.548544e-07
309,0.2575812,3.808118e-07
310,0.37447613,5.5939677e-07
311,0.26095384,3.900878e-07
312,0.3791811,5.677461e-07
313,0.39300779,5.8618707e-07
314,0.41339988,6.1739007e-07
315,0.21253589,3.2041896e-07
316,0.3618451,5.410383e-07
317,0.22906686,3.413785e-07
318,0.14298567,2.128553e-07
319,0.31972948,4.7679268e-07
320,0.15844937,2.3603076e-07
321,0.12764291,1.9027954e-07
322,0.17276222,2.5989794e-07
323,0.33407134,4.978933e-07
324,0.32749793,4.8894475e-07
325,0.39712235,5.9259463e-07
326,0.27210358,4.074298e-07
327,0.11915592,1.7775835e-07
328,0.27124974,4.035876e-07
329,0.35456207,5.2875976e-07
330,0.3671012,5.467407e-07
331,0.3662494,5.5212627e-07
332,0.16940694,2.5240377e-07
333,0.3666484,5.4706743e-07
334,0.22265881,3.3400445e-07
335,0.3693045,5.5151673e-07
336,0.3492604,5.1881926e-07
337,0.3851433,5.762944e-07
338,0.16968584,2.5367265e-07
339,0.30939063,4.6507617e-07
340,0.11263925,1.6727998e-07
341,0.27216095,4.100328e-07
342,0.37177122,5.559669e-07
343,0.21832213,3.244742e-07
344,0.24255216,3.6223767e-07
345,0.2973825,4.4339268e-07
346,0.22341958,3.3408355e-07
347,0.13998409,2.0716568e-07
348,0.07243457,1.0732266e-07
349,0.22938767,3.416152e-07
350,0.3535059,5.294616e-07
351,0.3115293,4.6367444e-07
352,0.24764453,3.6990662e-07
353,0.00884388,1.3222692e-08
354,0.23521732,3.4887702e-07
355,0.31219208,4.6551884e-07
356,0.07807081,1.1702892e-07
357,0.34981486,5.223583e-07
358,0.29718116,4.4013794e-07
359,0.051679336,7.681338e-08
360,0.36925548,5.4884197e-07
361,0.36964798,5.532544e-07
362,0.33723807,5.0062846e-07
363,0.312617,4.6450484e-07
364,0.29611447,4.4332694e-07
365,0.3372835,5.016069e-07
366,0.12919198,1.9337523e-07
367,0.3271137,4.888878e-07
368,0.3271012,4.892889e-07
369,0.33126107,4.9506485e-07
370,0.20817898,3.1098702e-07
371,0.18814552,2.8106484e-07
372,0.3605835,5.3537684e-07
373,0.23252279,3.4419713e-07
374,0.3098412,4.628497e-07
375,0.30458778,4.5297227e-07
376,0.36624363,5.4775165e-07
377,0.30368185,4.532668e-07
378,0.29762724,4.4202983e-07
379,0.24355797,3.643562e-07
380,0.3633915,5.438205e-07
381,0.32443202,4.833026e-07
382,0.31114027,4.6419618e-07
383,0.23941123,3.576058e-07
384,0.2976966,4.4381e-07
385,0.08086627,1.2127866e-07
