,HI,CR
0,0.36596215,5.4593494e-07
1,0.2471076,3.679438e-07
2,0.34598753,5.1665677e-07
3,0.16073139,2.3947473e-07
4,0.19702771,2.9498113e-07
5,0.26769048,3.9989834e-07
6,0.31942254,4.7569526e-07
7,0.09399646,1.3908118e-07
8,0.19985361,2.9842627e-07
9,0.10760762,1.6077841e-07
10,0.042741954,6.366913e-08
11,0.4046165,5.992151e-07
12,0.051253505,7.652095e-08
13,0.3908387,5.8613307e-07
14,0.075201,1.1299754e-07
15,0.40395933,6.0302784e-07
16,0.109145135,1.6402299e-07
17,0.17627506,2.630685e-07
18,0.2939949,4.4071024e-07
19,0.15544665,2.3229019e-07
20,0.35397896,5.2793297e-07
21,0.12993899,1.9434049e-07
22,0.034756456,5.22218e-08
23,0.16879934,2.5183536e-07
24,0.35986128,5.3512406e-07
25,0.29056042,4.3339043e-07
26,0.21142662,3.181318e-07
27,0.2207993,3.269975e-07
28,0.04926776,7.3643e-08
29,0.28259122,4.2432524e-07
30,0.1211114,1.8057416e-07
31,0.08875606,1.3355648e-07
32,0.31624812,4.7303013e-07
33,0.29830965,4.4500666e-07
34,0.24762808,3.7080105e-07
35,0.13953206,2.0742924e-07
36,0.2749318,4.061772e-07
37,0.18979758,2.8328043e-07
38,0.35636342,5.2953163e-07
39,0.1518168,2.2668455e-07
40,0.07145373,1.05577854e-07
41,0.22524907,3.3630397e-07
42,0.23238534,3.450109e-07
43,0.043051813,6.436975e-08
44,0.28350097,4.2324746e-07
45,0.15731792,2.3695364e-07
46,0.08647512,1.2926132e-07
47,0.11400741,1.6955104e-07
48,0.30933896,4.634216e-07
49,0.20690162,3.0715438e-07
50,0.41553676,6.1908617e-07
51,0.38351262,5.700798e-07
52,0.07150352,1.0773557e-07
53,0.16399042,2.4647082e-07
54,0.1788859,2.6785312e-07
55,0.16164501,2.4077985e-07
56,0.39179194,5.7982595e-07
57,0.30467778,4.551742e-07
58,0.36711958,5.4804246e-07
59,0.1010219,1.5116491e-07
60,0.20043153,2.988545e-07
61,0.11516496,1.7165725e-07
62,0.20994015,3.1493337e-07
63,0.06755915,1.01400715e-07
64,0.26512876,3.953304e-07
65,0.3114106,4.6804388e-07
66,0.14976741,2.2245155e-07
67,0.079450674,1.1862588e-07
68,0.06567759,9.7388515e-08
69,0.22936358,3.4423363e-07
70,0.21501875,3.2076952e-07
71,0.51505303,7.744739e-07
72,0.33514816,4.9979235e-07
73,0.34422764,5.184667e-07
74,0.23567863,3.4991498e-07
75,0.22591975,3.38181e-07
76,0.18673693,2.7999425e-07
77,0.076095,1.133344e-07
78,0.03086614,4.6407866e-08
79,0.41491574,6.1780867e-07
80,0.30249357,4.4988548e-07
81,0.11950613,1.7929787e-07
82,0.1834204,2.7430005e-07
83,0.37788507,5.6639567e-07
84,0.1217761,1.814048e-07
85,0.33143228,4.952776e-07
86,0.08419984,1.2533029e-07
87,0.034310948,5.1458375e-08
88,0.32306978,4.8256607e-07
89,0.2858306,4.269391e-07
90,0.34808552,5.167084e-07
91,0.120346546,1.8060288e-07
92,0.33367786,4.9414933e-07
93,0.043859836,6.600977e-08
94,0.19960646,3.0082154e-07
95,0.042028047,6.3164975e-08
96,0.21863016,3.2969788e-07
97,0.16765374,2.521342e-07
98,0.1552833,2.3080116e-07
99,0.31550747,4.6944714e-07
100,0.25373664,3.7824498e-07
101,0.10371842,1.5457458e-07
102,0.04783033,7.1763544e-08
103,0.1088425,1.6331315e-07
104,0.28049093,4.1962713e-07
105,0.3141341,4.694217e-07
106,0.055417545,8.171623e-08
107,0.26636624,3.979633e-07
108,0.09405122,1.404563e-07
109,0.06429992,9.473746e-08
110,0.13861933,2.0760949e-07
111,0.075160794,1.1235789e-07
112,0.14816426,2.211805e-07
113,0.33583763,4.9887365e-07
114,0.06789216,1.0206713e-07
115,0.123857446,1.8599852e-07
116,0.1649809,2.4713594e-07
117,0.17827235,2.6586665e-07
118,0.29792425,4.4425246e-07
