,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.9159163e-08,1.6313058e-08,0.0,3.187807e-08,1.5934821e-08,1.4933391e-08
3,6.423484e-08,5.5955688e-08,0.0,1.093079e-07,5.2557525e-08,4.8808193e-08
4,1.2533201e-07,1.0865547e-07,1.2676928e-12,2.1192312e-07,1.03427375e-07,9.500547e-08
5,2.0251426e-07,1.7530988e-07,7.890612e-12,3.4129152e-07,1.6856386e-07,1.535847e-07
6,2.9587082e-07,2.561468e-07,2.2196696e-11,4.979536e-07,2.48367e-07,2.2502326e-07
7,4.0823562e-07,3.5303728e-07,4.621332e-11,6.8464317e-07,3.450546e-07,3.1025004e-07
8,5.357446e-07,4.6224255e-07,1.818464e-10,8.938024e-07,4.5604818e-07,4.077734e-07
9,6.7604225e-07,5.828988e-07,3.2951256e-10,1.1217007e-06,5.79168e-07,5.154207e-07
10,8.318062e-07,7.1676396e-07,4.896281e-10,1.3748703e-06,7.170268e-07,6.3474357e-07
11,1.0053897e-06,8.657743e-07,6.640759e-10,1.6567724e-06,8.71288e-07,7.672104e-07
12,1.1974695e-06,1.0297111e-06,8.4972196e-10,1.9667734e-06,1.0432276e-06,9.132674e-07
13,1.4013215e-06,1.202799e-06,1.0476543e-09,2.2944928e-06,1.2264763e-06,1.0685153e-06
14,1.6189604e-06,1.3870431e-06,1.2583479e-09,2.6451626e-06,1.4242478e-06,1.2348976e-06
15,1.8530139e-06,1.5850896e-06,1.4869521e-09,3.0227816e-06,1.6386131e-06,1.4136125e-06
16,2.110361e-06,1.8029396e-06,1.7686725e-09,3.4372467e-06,1.8742824e-06,1.6091786e-06
17,2.3862444e-06,2.0357068e-06,2.0689719e-09,3.880475e-06,2.1290432e-06,1.8191038e-06
18,2.6835255e-06,2.285736e-06,2.4362394e-09,4.3571727e-06,2.4055412e-06,2.0450555e-06
19,2.9978028e-06,2.5501952e-06,2.8283975e-09,4.862031e-06,2.6987473e-06,2.284515e-06
20,3.3372066e-06,2.836168e-06,3.247478e-09,5.4062557e-06,3.015115e-06,2.5423924e-06
21,3.6919455e-06,3.1346322e-06,3.694078e-09,5.9741615e-06,3.3478123e-06,2.8117129e-06
22,4.0663763e-06,3.4494292e-06,4.1741894e-09,6.5752847e-06,3.7002965e-06,3.0955784e-06
23,4.4646736e-06,3.7839957e-06,4.7320237e-09,7.214397e-06,4.0758987e-06,3.3979093e-06
24,4.8868387e-06,4.138323e-06,5.3234057e-09,7.892214e-06,4.474465e-06,3.7185446e-06
25,5.3210315e-06,4.5012457e-06,5.947844e-09,8.586688e-06,4.8867146e-06,4.048178e-06
26,5.7798e-06,4.883434e-06,6.605882e-09,9.320744e-06,5.324092e-06,4.3971827e-06
27,6.2547274e-06,5.278529e-06,7.2946356e-09,1.0080386e-05,5.779454e-06,4.7600734e-06
28,6.752091e-06,5.690988e-06,8.014679e-09,1.0875488e-05,6.256826e-06,5.1414804e-06
29,7.261641e-06,6.1124974e-06,8.7641165e-09,1.1686632e-05,6.7481615e-06,5.532617e-06
30,7.787472e-06,6.546703e-06,9.5452775e-09,1.252411e-05,7.257855e-06,5.9368217e-06
31,8.332189e-06,6.9969346e-06,1.0364497e-08,1.3389919e-05,7.787233e-06,6.355462e-06
32,8.8913675e-06,7.4584887e-06,1.1226546e-08,1.4275207e-05,8.332464e-06,6.7853744e-06
33,9.466976e-06,7.933382e-06,1.2133182e-08,1.5184921e-05,8.896323e-06,7.2277003e-06
34,1.0055325e-05,8.417876e-06,1.3081812e-08,1.6113003e-05,9.475283e-06,7.680541e-06
35,1.06622565e-05,8.916901e-06,1.4072958e-08,1.7068534e-05,1.0074073e-05,8.1476555e-06
36,1.12880925e-05,9.430764e-06,1.5114653e-08,1.8052451e-05,1.0692553e-05,8.629285e-06
37,1.1939079e-05,9.965987e-06,1.6209382e-08,1.9074752e-05,1.13357555e-05,9.131211e-06
38,1.2606847e-05,1.0514762e-05,1.7362394e-08,2.0120639e-05,1.1998099e-05,9.646555e-06
39,1.3287431e-05,1.1071897e-05,1.858024e-08,2.1184609e-05,1.2675665e-05,1.0171837e-05
40,1.3989371e-05,1.1645721e-05,1.986405e-08,2.2281192e-05,1.3374973e-05,1.0714028e-05
41,1.4710586e-05,1.2234498e-05,2.1209505e-08,2.3407118e-05,1.4094382e-05,1.1269935e-05
42,1.5453224e-05,1.2840576e-05,2.2696087e-08,2.4567022e-05,1.4835042e-05,1.1842345e-05
43,1.621745e-05,1.3463001e-05,2.42435e-08,2.5759258e-05,1.5596404e-05,1.2431171e-05
44,1.7002973e-05,1.4102241e-05,2.584875e-08,2.6983944e-05,1.6378086e-05,1.3035691e-05
45,1.781425e-05,1.4762588e-05,2.7513167e-08,2.8248787e-05,1.7184922e-05,1.3660628e-05
46,1.864869e-05,1.5442405e-05,2.9258198e-08,2.9547202e-05,1.8015868e-05,1.430386e-05
