,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,5.8115834e-08,5.3440566e-08,0.0,1.00869094e-07,5.182506e-08,4.3108e-08
3,1.5742464e-07,1.446469e-07,0.0,2.7270707e-07,1.409508e-07,1.1741384e-07
4,3.1072366e-07,2.848164e-07,7.168655e-11,5.350145e-07,2.7528637e-07,2.327066e-07
5,5.142542e-07,4.7097438e-07,1.9364661e-10,8.86306e-07,4.540716e-07,3.8483705e-07
6,7.5837175e-07,6.923334e-07,3.5802536e-10,1.3058049e-06,6.673031e-07,5.6706455e-07
7,1.0556477e-06,9.625286e-07,6.5523026e-10,1.8192491e-06,9.26998e-07,7.878405e-07
8,1.3930036e-06,1.2696129e-06,9.997216e-10,2.3995879e-06,1.2185297e-06,1.0390766e-06
9,1.7896393e-06,1.6300733e-06,1.3931231e-09,3.0768883e-06,1.5589911e-06,1.333669e-06
10,2.2393276e-06,2.0353784e-06,1.916507e-09,3.8471785e-06,1.945283e-06,1.6690923e-06
11,2.726534e-06,2.472677e-06,2.7719835e-09,4.679808e-06,2.360617e-06,2.032337e-06
12,3.2628284e-06,2.953604e-06,3.6821532e-09,5.5942924e-06,2.8187455e-06,2.4318485e-06
13,3.844369e-06,3.4746583e-06,4.670362e-09,6.5841623e-06,3.3164918e-06,2.8650795e-06
14,4.4796393e-06,4.042823e-06,5.7290857e-09,7.667745e-06,3.860565e-06,3.338335e-06
15,5.1475013e-06,4.64017e-06,6.8329604e-09,8.803953e-06,4.4333033e-06,3.8360176e-06
16,5.8545434e-06,5.273361e-06,8.007322e-09,1.0005483e-05,5.0410254e-06,4.3637865e-06
17,6.604523e-06,5.944631e-06,9.188306e-09,1.127839e-05,5.6873896e-06,4.9240834e-06
18,7.4070103e-06,6.663976e-06,1.0448197e-08,1.26366285e-05,6.3775824e-06,5.5216365e-06
19,8.263601e-06,7.4309596e-06,1.191072e-08,1.4089596e-05,7.116037e-06,6.1602154e-06
20,9.16955e-06,8.241453e-06,1.3390808e-08,1.562729e-05,7.896886e-06,6.8358704e-06
21,1.0120855e-05,9.092195e-06,1.4919234e-08,1.7243348e-05,8.717713e-06,7.544595e-06
22,1.1119362e-05,9.985692e-06,1.651975e-08,1.8933311e-05,9.577752e-06,8.288067e-06
23,1.216867e-05,1.0922432e-05,1.8269787e-08,2.0709032e-05,1.0481264e-05,9.068347e-06
24,1.3265691e-05,1.1901587e-05,2.004213e-08,2.2559683e-05,1.1426297e-05,9.885136e-06
25,1.44059195e-05,1.2918859e-05,2.1854365e-08,2.4483823e-05,1.24099615e-05,1.0734589e-05
26,1.5595742e-05,1.3979255e-05,2.3670827e-08,2.6491043e-05,1.3436634e-05,1.1622206e-05
27,1.6844051e-05,1.509151e-05,2.5500546e-08,2.8594326e-05,1.4511548e-05,1.2553113e-05
28,1.814292e-05,1.6250544e-05,2.7405648e-08,3.078374e-05,1.5632077e-05,1.3522054e-05
29,1.9495285e-05,1.7456972e-05,2.9320399e-08,3.3060904e-05,1.6797783e-05,1.45311105e-05
30,2.0901405e-05,1.871057e-05,3.1495524e-08,3.5427696e-05,1.8010052e-05,1.557889e-05
31,2.234556e-05,1.9997808e-05,3.3870982e-08,3.7857095e-05,1.9253604e-05,1.6653741e-05
32,2.3834938e-05,2.132476e-05,3.627081e-08,4.0358784e-05,2.053522e-05,1.7762854e-05
33,2.5370022e-05,2.2692437e-05,3.8711715e-08,4.2936834e-05,2.1855942e-05,1.8906285e-05
34,2.6938284e-05,2.4088875e-05,4.1223394e-08,4.5570643e-05,2.3205268e-05,2.0073634e-05
35,2.856955e-05,2.5541221e-05,4.3861835e-08,4.8309586e-05,2.460752e-05,2.1286762e-05
36,3.0255032e-05,2.7041804e-05,4.67408e-08,5.1138766e-05,2.6054817e-05,2.2539374e-05
37,3.1990876e-05,2.8586477e-05,4.993809e-08,5.404883e-05,2.7544109e-05,2.3827797e-05
38,3.3759286e-05,3.0159006e-05,5.31667e-08,5.701388e-05,2.9061353e-05,2.5139821e-05
39,3.55776e-05,3.177629e-05,5.663332e-08,6.006164e-05,3.0622232e-05,2.6487482e-05
40,3.7456815e-05,3.344677e-05,6.021012e-08,6.321067e-05,3.2232307e-05,2.787814e-05
41,3.937979e-05,3.5156183e-05,6.388923e-08,6.642886e-05,3.3882116e-05,2.930212e-05
42,4.1361247e-05,3.6918616e-05,6.777335e-08,6.974581e-05,3.5583525e-05,3.0768635e-05
43,4.3371612e-05,3.8706978e-05,7.1767076e-08,7.31095e-05,3.7309586e-05,3.2256637e-05
44,4.543466e-05,4.054146e-05,7.6205716e-08,7.656388e-05,3.9079227e-05,3.378473e-05
45,4.7529895e-05,4.240262e-05,8.112053e-08,8.007052e-05,4.0877934e-05,3.5334997e-05
46,4.967212e-05,4.4305973e-05,8.6146486e-08,8.3659936e-05,4.271756e-05,3.6920468e-05
