,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.4922074e-08,8.522094e-09,0.0,7.188099e-09,4.6063e-09,6.4236176e-09
3,4.9618016e-08,3.0363463e-08,0.0,2.3251497e-08,1.4683892e-08,2.2622386e-08
4,9.539639e-08,5.9371104e-08,0.0,4.528694e-08,2.883384e-08,4.433126e-08
5,1.5361776e-07,9.725265e-08,0.0,7.329103e-08,4.5872586e-08,7.1452625e-08
6,2.2324468e-07,1.4388435e-07,0.0,1.06806496e-07,6.717757e-08,1.04675955e-07
7,3.0758025e-07,1.9965701e-07,0.0,1.469707e-07,9.287753e-08,1.4433013e-07
8,4.0314882e-07,2.6335954e-07,1.3638164e-11,1.9178185e-07,1.2164728e-07,1.9008739e-07
9,5.085548e-07,3.3354587e-07,2.7273489e-11,2.4214015e-07,1.5374533e-07,2.409528e-07
10,6.239553e-07,4.1160177e-07,4.090597e-11,2.9861332e-07,1.8898129e-07,2.979504e-07
11,7.5118123e-07,4.984144e-07,5.4535616e-11,3.6217534e-07,2.2815836e-07,3.6148577e-07
12,8.900484e-07,5.925999e-07,6.816241e-11,4.3213848e-07,2.7122368e-07,4.320226e-07
13,1.0370079e-06,6.9231214e-07,8.178638e-11,5.0657474e-07,3.1741146e-07,5.0719814e-07
14,1.1937107e-06,7.9828305e-07,9.5407515e-11,5.867033e-07,3.6726397e-07,5.872123e-07
15,1.3619472e-06,9.114976e-07,1.090258e-10,6.7337623e-07,4.205604e-07,6.739107e-07
16,1.5471641e-06,1.0355429e-06,1.2264126e-10,7.688293e-07,4.7910595e-07,7.6928904e-07
17,1.7457951e-06,1.1670012e-06,1.3625387e-10,8.713929e-07,5.420159e-07,8.7251624e-07
18,1.9599431e-06,1.3076103e-06,1.4986365e-10,9.819588e-07,6.1061274e-07,9.835197e-07
19,2.186101e-06,1.4564354e-06,1.6347058e-10,1.0987188e-06,6.833036e-07,1.0999348e-06
20,2.431086e-06,1.6169604e-06,1.770747e-10,1.2248871e-06,7.614474e-07,1.2248114e-06
21,2.6862454e-06,1.7837884e-06,1.90676e-10,1.3568183e-06,8.43594e-07,1.3552888e-06
22,2.95478e-06,1.9593183e-06,2.0427442e-10,1.4963784e-06,9.3148566e-07,1.494296e-06
23,3.2415562e-06,2.1465135e-06,2.1787004e-10,1.6454911e-06,1.0252134e-06,1.6423824e-06
24,3.5468731e-06,2.344594e-06,2.3146281e-10,1.8043482e-06,1.1242953e-06,1.7986071e-06
25,3.8600992e-06,2.5471097e-06,2.4505276e-10,1.967903e-06,1.2267652e-06,1.9589563e-06
26,4.190252e-06,2.7608717e-06,2.586399e-10,2.1399692e-06,1.3347324e-06,2.1282724e-06
27,4.5310585e-06,2.9816235e-06,2.722242e-10,2.31836e-06,1.4471271e-06,2.3033085e-06
28,4.887421e-06,3.2115006e-06,2.8580563e-10,2.5057898e-06,1.5648142e-06,2.4872795e-06
29,5.251216e-06,3.446104e-06,2.9938424e-10,2.69783e-06,1.6857546e-06,2.6750433e-06
30,5.6264853e-06,3.6883887e-06,3.1296005e-10,2.8965826e-06,1.8111466e-06,2.868756e-06
31,6.016098e-06,3.9393663e-06,3.2653302e-10,3.1024567e-06,1.9405309e-06,3.0683939e-06
32,6.4150922e-06,4.1961107e-06,3.4010314e-10,3.314769e-06,2.0738398e-06,3.2733303e-06
33,6.824238e-06,4.459528e-06,3.5367045e-10,3.5336438e-06,2.2113509e-06,3.483964e-06
34,7.241249e-06,4.7274334e-06,3.6723494e-10,3.758128e-06,2.3525724e-06,3.698939e-06
35,7.671937e-06,5.0028066e-06,3.8079662e-10,3.9893534e-06,2.498439e-06,3.920249e-06
36,8.116489e-06,5.286165e-06,3.9435544e-10,4.228189e-06,2.64905e-06,4.1476746e-06
37,8.578162e-06,5.579905e-06,4.0791143e-10,4.4766707e-06,2.805103e-06,4.384796e-06
38,9.050442e-06,5.880978e-06,4.2146467e-10,4.732189e-06,2.965343e-06,4.6272608e-06
39,9.530107e-06,6.187577e-06,4.3501505e-10,4.993013e-06,3.1290588e-06,4.8742413e-06
40,1.00246425e-05,6.503232e-06,4.485626e-10,5.262278e-06,3.298293e-06,5.1287743e-06
41,1.0531673e-05,6.8269132e-06,4.621073e-10,5.5383402e-06,3.4727748e-06,5.389706e-06
42,1.1053376e-05,7.159713e-06,4.920998e-10,5.822041e-06,3.6531649e-06,5.658394e-06
43,1.1588712e-05,7.500548e-06,5.2208604e-10,6.113989e-06,3.8384765e-06,5.9357826e-06
44,1.2137352e-05,7.849963e-06,5.5206606e-10,6.4130627e-06,4.0286936e-06,6.2205913e-06
45,1.27038375e-05,8.21083e-06,5.8203975e-10,6.7216993e-06,4.225185e-06,6.5141403e-06
46,1.3287406e-05,8.58229e-06,6.454577e-10,7.038962e-06,4.42743e-06,6.815359e-06
