,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.3789904e-08,9.977555e-09,0.0,7.2506774e-09,4.5531627e-09,7.899011e-09
3,4.8994565e-08,3.2206092e-08,0.0,2.4630443e-08,1.3876487e-08,2.5684777e-08
4,9.564864e-08,6.264821e-08,0.0,4.8795812e-08,2.645422e-08,4.933406e-08
5,1.53548e-07,1.0104294e-07,0.0,7.929318e-08,4.2816687e-08,7.92446e-08
6,2.2288162e-07,1.4693947e-07,0.0,1.1613258e-07,6.317772e-08,1.1419174e-07
7,3.065807e-07,2.0180522e-07,0.0,1.6027593e-07,8.751381e-08,1.5553127e-07
8,4.005508e-07,2.637775e-07,0.0,2.1027225e-07,1.14601946e-07,2.0182911e-07
9,5.037133e-07,3.3186151e-07,0.0,2.6473816e-07,1.4508724e-07,2.528007e-07
10,6.1807714e-07,4.0697222e-07,0.0,3.2536866e-07,1.7841428e-07,3.0926066e-07
11,7.456881e-07,4.907436e-07,0.0,3.9274246e-07,2.161578e-07,3.7252917e-07
12,8.8556e-07,5.827155e-07,0.0,4.6765933e-07,2.584448e-07,4.424384e-07
13,1.0336396e-06,6.7965254e-07,0.0,5.469495e-07,3.032361e-07,5.1651443e-07
14,1.1922106e-06,7.8306414e-07,0.0,6.3199366e-07,3.515353e-07,5.9606487e-07
15,1.3620274e-06,8.9380165e-07,0.0,7.224587e-07,4.037796e-07,6.810908e-07
16,1.5497856e-06,1.0163666e-06,1.948011e-11,8.2214484e-07,4.61159e-07,7.7439364e-07
17,1.7512957e-06,1.1473055e-06,3.895616e-11,9.287782e-07,5.2242035e-07,8.741781e-07
18,1.9692138e-06,1.2882645e-06,8.830034e-11,1.0428924e-06,5.891894e-07,9.817519e-07
19,2.1989276e-06,1.4373087e-06,1.3763424e-10,1.1637021e-06,6.60185e-07,1.0953215e-06
20,2.4466476e-06,1.5978756e-06,1.8695787e-10,1.2939163e-06,7.3644804e-07,1.219115e-06
21,2.7052124e-06,1.7652437e-06,2.3627122e-10,1.4303947e-06,8.163048e-07,1.3480167e-06
22,2.9787464e-06,1.9408685e-06,2.8557431e-10,1.5743984e-06,9.0064526e-07,1.4846655e-06
23,3.2690525e-06,2.1267508e-06,3.3758282e-10,1.7291183e-06,9.908875e-07,1.6303616e-06
24,3.5774094e-06,2.3237678e-06,3.8958045e-10,1.8927798e-06,1.08739e-06,1.7848944e-06
25,3.8933204e-06,2.5253637e-06,4.415673e-10,2.0617063e-06,1.1870399e-06,1.9436611e-06
26,4.2258503e-06,2.7377068e-06,4.935433e-10,2.2396775e-06,1.2924643e-06,2.111666e-06
27,4.570379e-06,2.9566286e-06,5.4550847e-10,2.4242445e-06,1.4022296e-06,2.2857853e-06
28,4.9290984e-06,3.1858235e-06,5.974628e-10,2.6171938e-06,1.5171848e-06,2.469274e-06
29,5.29573e-06,3.4199857e-06,6.4940636e-10,2.8159595e-06,1.6356545e-06,2.6568084e-06
30,5.6722174e-06,3.6611639e-06,7.01339e-10,3.0210115e-06,1.7590115e-06,2.850611e-06
31,6.061635e-06,3.910517e-06,7.5326095e-10,3.2335706e-06,1.8874144e-06,3.0504782e-06
32,6.459579e-06,4.1656817e-06,8.0517204e-10,3.4513835e-06,2.0197413e-06,3.2550945e-06
33,6.8677164e-06,4.4281005e-06,8.5707236e-10,3.6764275e-06,2.1560052e-06,3.465554e-06
34,7.283157e-06,4.695296e-06,9.0896174e-10,3.906726e-06,2.2958416e-06,3.6804192e-06
35,7.711429e-06,4.9714686e-06,9.608404e-10,4.1444173e-06,2.4403662e-06,3.90154e-06
36,8.152358e-06,5.2555874e-06,1.0127081e-09,4.3900227e-06,2.589704e-06,4.1292074e-06
37,8.6101445e-06,5.550327e-06,1.0645652e-09,4.645073e-06,2.7455328e-06,4.3679834e-06
38,9.079686e-06,5.851374e-06,1.1164115e-09,4.906777e-06,2.9063028e-06,4.6128903e-06
39,9.5573005e-06,6.157467e-06,1.1682468e-09,5.1737134e-06,3.0707806e-06,4.8616994e-06
40,1.0048922e-05,6.472677e-06,1.2200715e-09,5.4491616e-06,3.2401379e-06,5.118762e-06
41,1.0554263e-05,6.7959845e-06,1.2718854e-09,5.7323023e-06,3.414567e-06,5.3821686e-06
42,1.1073326e-05,7.1290924e-06,1.3508701e-09,6.0233697e-06,3.593852e-06,5.6538324e-06
43,1.1606765e-05,7.4715317e-06,1.4298382e-09,6.3218245e-06,3.7785276e-06,5.9325585e-06
44,1.215382e-05,7.823899e-06,1.5087901e-09,6.628133e-06,3.9684355e-06,6.218349e-06
45,1.2718531e-05,8.187121e-06,1.5877256e-09,6.942673e-06,4.1639782e-06,6.5130093e-06
46,1.3299383e-05,8.560447e-06,1.6666447e-09,7.266871e-06,4.3650466e-06,6.8159243e-06
47,1.3892191e-05,8.940478e-06,1.774711e-09,7.5976373e-06,4.571103e-06,7.125195e-06
