,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.8934752e-08,1.685519e-08,0.0,3.0256977e-08,1.5925227e-08,1.40960985e-08
3,6.334945e-08,5.687728e-08,0.0,1.0594339e-07,5.4312434e-08,4.6926406e-08
4,1.238112e-07,1.1062603e-07,2.0480195e-12,2.0778589e-07,1.0700185e-07,9.2080064e-08
5,2.0023136e-07,1.7795365e-07,8.734033e-12,3.3662565e-07,1.7480389e-07,1.4946762e-07
6,2.9326515e-07,2.5970795e-07,2.30694e-11,4.9376473e-07,2.5711e-07,2.1916837e-07
7,4.0473918e-07,3.577657e-07,4.650913e-11,6.8521587e-07,3.5686665e-07,3.0278883e-07
8,5.3123097e-07,4.6819017e-07,9.816497e-11,9.011089e-07,4.706408e-07,3.980259e-07
9,6.707932e-07,5.9029514e-07,1.6114991e-10,1.1360804e-06,5.955305e-07,5.02793e-07
10,8.250853e-07,7.2542906e-07,2.3707036e-10,1.3956624e-06,7.351226e-07,6.186319e-07
11,9.970455e-07,8.748194e-07,3.2691744e-10,1.6810816e-06,8.921085e-07,7.48251e-07
12,1.1872891e-06,1.0395825e-06,4.2837792e-10,1.9939396e-06,1.0660293e-06,8.911513e-07
13,1.3891977e-06,1.2133654e-06,5.437668e-10,2.326541e-06,1.2524208e-06,1.0432087e-06
14,1.6053259e-06,1.3986703e-06,6.7291694e-10,2.6800765e-06,1.452473e-06,1.2068292e-06
15,1.8380596e-06,1.5974896e-06,8.2061424e-10,3.0605247e-06,1.6702479e-06,1.3830654e-06
16,2.0937493e-06,1.8165464e-06,1.0883427e-09,3.4780119e-06,1.9092042e-06,1.5761508e-06
17,2.3680798e-06,2.0509658e-06,1.37564e-09,3.924842e-06,2.1669698e-06,1.7827232e-06
18,2.6637679e-06,2.3028028e-06,1.736895e-09,4.403398e-06,2.4462395e-06,2.0047714e-06
19,2.976121e-06,2.5682193e-06,2.1243176e-09,4.907867e-06,2.7449883e-06,2.2407276e-06
20,3.3137642e-06,2.8542872e-06,2.5365439e-09,5.4514876e-06,3.0678332e-06,2.4956767e-06
21,3.666995e-06,3.1528612e-06,2.9756944e-09,6.019038e-06,3.4057327e-06,2.7625704e-06
22,4.0396944e-06,3.4681998e-06,3.4468688e-09,6.6162884e-06,3.764186e-06,3.044634e-06
23,4.436898e-06,3.8037147e-06,3.9492725e-09,7.249268e-06,4.146543e-06,3.3460149e-06
24,4.858183e-06,4.159684e-06,4.4838417e-09,7.917595e-06,4.5525826e-06,3.6660808e-06
25,5.2912123e-06,4.524317e-06,5.050244e-09,8.602576e-06,4.972414e-06,3.995404e-06
26,5.7483917e-06,4.908548e-06,5.6473954e-09,9.323653e-06,5.4160046e-06,4.3428054e-06
27,6.2217614e-06,5.3050762e-06,6.2736203e-09,1.0069656e-05,5.877315e-06,4.703726e-06
28,6.7173146e-06,5.7197744e-06,6.9306734e-09,1.0851159e-05,6.3613916e-06,5.0816916e-06
29,7.225191e-06,6.143659e-06,7.616966e-09,1.16510155e-05,6.8593463e-06,5.4693783e-06
30,7.749375e-06,6.580162e-06,8.336923e-09,1.24758035e-05,7.375719e-06,5.8699425e-06
31,8.292017e-06,7.031916e-06,9.096078e-09,1.3329491e-05,7.911584e-06,6.2852523e-06
32,8.8494135e-06,7.494438e-06,9.895708e-09,1.420491e-05,8.46407e-06,6.7118176e-06
33,9.423407e-06,7.969516e-06,1.0740531e-08,1.51061595e-05,9.034643e-06,7.151159e-06
34,1.0009939e-05,8.452928e-06,1.1630217e-08,1.6024624e-05,9.619823e-06,7.6001184e-06
35,1.0615117e-05,8.951608e-06,1.2563575e-08,1.6972863e-05,1.0225559e-05,8.064218e-06
36,1.1239344e-05,9.46608e-06,1.3546366e-08,1.7949038e-05,1.08497015e-05,8.543197e-06
37,1.1888944e-05,1.0000595e-05,1.45830015e-08,1.896396e-05,1.14992135e-05,9.041303e-06
38,1.2555344e-05,1.0548777e-05,1.5680929e-08,2.0005244e-05,1.216632e-05,9.552676e-06
39,1.3234426e-05,1.1106629e-05,1.6844329e-08,2.1063735e-05,1.2847799e-05,1.0074609e-05
40,1.3934247e-05,1.1681458e-05,1.8073028e-08,2.2154894e-05,1.35501805e-05,1.0612865e-05
41,1.4653413e-05,1.2271897e-05,1.9361863e-08,2.327767e-05,1.4272423e-05,1.1165668e-05
42,1.5393847e-05,1.2879666e-05,2.0751663e-08,2.4433088e-05,1.5017476e-05,1.1734593e-05
43,1.615531e-05,1.3504219e-05,2.2202295e-08,2.5623065e-05,1.5784002e-05,1.232079e-05
44,1.693782e-05,1.4146395e-05,2.371362e-08,2.6845282e-05,1.6572161e-05,1.2922716e-05
45,1.7745822e-05,1.48086965e-05,2.5285608e-08,2.8106135e-05,1.7387105e-05,1.3543867e-05
46,1.8577524e-05,1.549062e-05,2.6924166e-08,2.9397946e-05,1.8226167e-05,1.4183384e-05
