,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.48819e-08,1.0734513e-08,0.0,7.3568955e-09,3.851696e-09,6.6648465e-09
3,4.881212e-08,3.4328984e-08,0.0,2.5713039e-08,1.26376865e-08,2.2669525e-08
4,9.557762e-08,6.591633e-08,0.0,5.0094638e-08,2.5434385e-08,4.5309907e-08
5,1.544748e-07,1.050248e-07,0.0,8.143352e-08,4.243627e-08,7.456686e-08
6,2.2483246e-07,1.5255307e-07,0.0,1.189988e-07,6.329252e-08,1.09666246e-07
7,3.098667e-07,2.105135e-07,0.0,1.639376e-07,8.949276e-08,1.5209642e-07
8,4.067507e-07,2.7643344e-07,2.7147297e-11,2.1645693e-07,1.1995745e-07,2.0098342e-07
9,5.138473e-07,3.4892022e-07,5.4288938e-11,2.745409e-07,1.5309338e-07,2.5465255e-07
10,6.319195e-07,4.28394e-07,8.142493e-11,3.3947506e-07,1.9059874e-07,3.1487886e-07
11,7.6391103e-07,5.1677085e-07,1.0855526e-10,4.126511e-07,2.3302346e-07,3.8266006e-07
12,9.102705e-07,6.133591e-07,1.3567994e-10,4.941801e-07,2.8047162e-07,4.5836427e-07
13,1.0652404e-06,7.164374e-07,1.6279898e-10,5.820489e-07,3.31355e-07,5.3879137e-07
14,1.229735e-06,8.261569e-07,1.8991236e-10,6.7717673e-07,3.8657814e-07,6.2543677e-07
15,1.406881e-06,9.43566e-07,2.1702008e-10,7.797829e-07,4.4698544e-07,7.187803e-07
16,1.6035387e-06,1.0726241e-06,2.4498714e-10,8.9293366e-07,5.1303203e-07,8.216296e-07
17,1.8152828e-06,1.2098969e-06,2.7294836e-10,1.0150131e-06,5.8545345e-07,9.3274207e-07
18,2.0434645e-06,1.3579978e-06,3.0090372e-10,1.1473443e-06,6.6401844e-07,1.0526446e-06
19,2.2847191e-06,1.5143612e-06,3.2885333e-10,1.2886431e-06,7.476585e-07,1.1792044e-06
20,2.5442212e-06,1.6831555e-06,3.5679706e-10,1.4417534e-06,8.392416e-07,1.315705e-06
21,2.8140114e-06,1.8591915e-06,3.8473505e-10,1.6036144e-06,9.3620224e-07,1.4587023e-06
22,3.0978872e-06,2.044951e-06,4.1266707e-10,1.774792e-06,1.0394364e-06,1.6091004e-06
23,3.399479e-06,2.242012e-06,4.4439094e-10,1.9568854e-06,1.1500354e-06,1.7692829e-06
24,3.7199732e-06,2.4514682e-06,4.761082e-10,2.151053e-06,1.2686505e-06,1.939041e-06
25,4.0482746e-06,2.6666676e-06,5.078188e-10,2.3527093e-06,1.3915972e-06,2.1145684e-06
26,4.3952996e-06,2.893663e-06,5.395228e-10,2.566775e-06,1.5220287e-06,2.3009375e-06
27,4.7538088e-06,3.1289167e-06,5.712202e-10,2.790623e-06,1.6578954e-06,2.4945073e-06
28,5.1285983e-06,3.3751196e-06,6.0291105e-10,3.026738e-06,1.8004055e-06,2.6975927e-06
29,5.512036e-06,3.6272156e-06,6.345952e-10,3.2707785e-06,1.9483211e-06,2.9061628e-06
30,5.9084596e-06,3.8871904e-06,6.662728e-10,3.5245002e-06,2.1021256e-06,3.1215773e-06
31,6.3185103e-06,4.1559665e-06,6.9794376e-10,3.7890047e-06,2.2620375e-06,3.3453841e-06
32,6.7396427e-06,4.4310505e-06,7.2960826e-10,4.061917e-06,2.4271965e-06,3.5755982e-06
33,7.1728946e-06,4.713676e-06,7.6126605e-10,4.344308e-06,2.5990944e-06,3.8130715e-06
34,7.614539e-06,5.001954e-06,7.9291723e-10,4.635233e-06,2.7762308e-06,4.0562622e-06
35,8.06922e-06,5.2989813e-06,8.245619e-10,4.936525e-06,2.9599746e-06,4.3077607e-06
36,8.537027e-06,5.605288e-06,8.5619983e-10,5.2482974e-06,3.1505742e-06,4.567649e-06
37,9.02331e-06,5.924527e-06,8.8783136e-10,5.5724845e-06,3.3485837e-06,4.838389e-06
38,9.523307e-06,6.251693e-06,9.1945623e-10,5.907128e-06,3.5528344e-06,5.117317e-06
39,1.0032901e-05,6.584886e-06,9.510743e-10,6.250184e-06,3.7626085e-06,5.402416e-06
40,1.0558802e-05,6.92781e-06,9.82686e-10,6.6049797e-06,3.9797023e-06,5.6969097e-06
41,1.1100691e-05,7.2791763e-06,1.0142912e-09,6.9704747e-06,4.2033053e-06,6.000035e-06
42,1.1658547e-05,7.64001e-06,1.091875e-09,7.346933e-06,4.4338244e-06,6.313194e-06
43,1.2232283e-05,8.011123e-06,1.1694424e-09,7.734764e-06,4.6716664e-06,6.635642e-06
44,1.2820437e-05,8.39345e-06,1.2469942e-09,8.13407e-06,4.9173136e-06,6.966882e-06
45,1.3428296e-05,8.788307e-06,1.3245294e-09,8.546748e-06,5.1710244e-06,7.309366e-06
46,1.4053458e-05,9.194202e-06,1.4271717e-09,8.971516e-06,5.432237e-06,7.661908e-06
