,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,4.449381e-08,2.9376807e-08,0.0,2.1959412e-08,1.3904469e-08,2.2077915e-08
3,1.2250186e-07,7.91229e-08,0.0,5.776554e-08,3.697309e-08,6.1094475e-08
4,2.4477094e-07,1.5649094e-07,2.0335919e-11,1.14165225e-07,7.179211e-08,1.2142493e-07
5,4.0686427e-07,2.601379e-07,4.310811e-11,1.8809143e-07,1.1826606e-07,2.0293383e-07
6,6.008652e-07,3.856594e-07,1.1656814e-10,2.7734754e-07,1.7252349e-07,2.9994038e-07
7,8.378418e-07,5.3811e-07,2.2831625e-10,3.862753e-07,2.3895285e-07,4.171633e-07
8,1.1066675e-06,7.111287e-07,3.615405e-10,5.0905004e-07,3.1528083e-07,5.489483e-07
9,1.4193901e-06,9.151087e-07,4.9473703e-10,6.5218285e-07,4.042036e-07,7.026047e-07
10,1.7718276e-06,1.1463046e-06,6.3246464e-10,8.144635e-07,5.0624396e-07,8.768351e-07
11,2.1535193e-06,1.3976653e-06,8.3549684e-10,9.913603e-07,6.1682806e-07,1.0665167e-06
12,2.574421e-06,1.6745241e-06,1.0384867e-09,1.1857256e-06,7.386033e-07,1.2757151e-06
13,3.0293438e-06,1.973713e-06,1.2610784e-09,1.3967394e-06,8.6962507e-07,1.5023531e-06
14,3.525521e-06,2.3012565e-06,1.4948504e-09,1.6274994e-06,1.0122573e-06,1.7488671e-06
15,4.046773e-06,2.6445662e-06,1.7341554e-09,1.8709334e-06,1.1617383e-06,2.0085265e-06
16,4.5977836e-06,3.00894e-06,2.0087942e-09,2.129067e-06,1.3202523e-06,2.2848712e-06
17,5.1817947e-06,3.3943056e-06,2.2833757e-09,2.4038952e-06,1.4888908e-06,2.5782122e-06
18,5.8058117e-06,3.8053386e-06,2.5582916e-09,2.6983444e-06,1.670316e-06,2.8922027e-06
19,6.4716055e-06,4.2438264e-06,2.9038423e-09,3.0133442e-06,1.8627085e-06,3.2281712e-06
20,7.176947e-06,4.7065887e-06,3.2561358e-09,3.3466317e-06,2.066629e-06,3.5836e-06
21,7.916215e-06,5.192982e-06,3.6367718e-09,3.6968515e-06,2.2800557e-06,3.9570023e-06
22,8.693955e-06,5.706343e-06,4.043436e-09,4.064068e-06,2.5025915e-06,4.347702e-06
23,9.510953e-06,6.245824e-06,4.4759925e-09,4.4499725e-06,2.735914e-06,4.75829e-06
24,1.036662e-05,6.810224e-06,4.9558775e-09,4.8527227e-06,2.9815926e-06,5.186902e-06
25,1.1256012e-05,7.396885e-06,5.4448224e-09,5.2708087e-06,3.2371388e-06,5.632104e-06
26,1.2182118e-05,8.010279e-06,5.9336656e-09,5.706617e-06,3.5035748e-06,6.096055e-06
27,1.3153653e-05,8.652383e-06,6.4401995e-09,6.1637957e-06,3.782499e-06,6.5821364e-06
28,1.4164796e-05,9.320017e-06,6.956535e-09,6.640239e-06,4.073609e-06,7.087031e-06
29,1.5218411e-05,1.0016622e-05,7.501249e-09,7.137137e-06,4.3754844e-06,7.6128235e-06
30,1.6316224e-05,1.0738974e-05,8.0880875e-09,7.653905e-06,4.689115e-06,8.160374e-06
31,1.7442711e-05,1.1480713e-05,8.696498e-09,8.185412e-06,5.0107783e-06,8.721583e-06
32,1.8603117e-05,1.2245789e-05,9.304783e-09,8.733415e-06,5.3422177e-06,9.301368e-06
33,1.9796726e-05,1.3034032e-05,9.927741e-09,9.300472e-06,5.683325e-06,9.8981445e-06
34,2.1015427e-05,1.3838263e-05,1.0622909e-08,9.880317e-06,6.0312323e-06,1.0508605e-05
35,2.2281243e-05,1.46734965e-05,1.1318945e-08,1.0483821e-05,6.393211e-06,1.1144807e-05
36,2.3589886e-05,1.5536578e-05,1.2064455e-08,1.110726e-05,6.7671695e-06,1.180111e-05
37,2.4937648e-05,1.6424718e-05,1.2879817e-08,1.1750243e-05,7.1529225e-06,1.247722e-05
38,2.6310989e-05,1.7329283e-05,1.3696846e-08,1.2405969e-05,7.546654e-06,1.3166392e-05
39,2.7724118e-05,1.8259061e-05,1.4531771e-08,1.3080856e-05,7.951634e-06,1.3874921e-05
40,2.918068e-05,1.9218647e-05,1.5396845e-08,1.3778549e-05,8.370193e-06,1.4608032e-05
41,3.0672214e-05,2.0200448e-05,1.62754e-08,1.4493004e-05,8.798932e-06,1.5359283e-05
42,3.2209187e-05,2.1210719e-05,1.7217504e-08,1.5230116e-05,9.2393275e-06,1.6132932e-05
43,3.3768858e-05,2.223524e-05,1.8200716e-08,1.5979153e-05,9.6863805e-06,1.6918055e-05
44,3.5371733e-05,2.3284818e-05,1.9248047e-08,1.6748902e-05,1.0144598e-05,1.7724515e-05
45,3.6999667e-05,2.4350578e-05,2.0442416e-08,1.7532548e-05,1.0610664e-05,1.8542709e-05
46,3.8662864e-05,2.5440988e-05,2.1680377e-08,1.8334616e-05,1.1087215e-05,1.9380519e-05
