,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,5.0839812e-08,2.9311204e-08,0.0,2.1294579e-08,1.2172224e-08,2.3358009e-08
3,1.3474566e-07,8.062966e-08,0.0,5.73407e-08,3.319861e-08,6.444235e-08
4,2.623789e-07,1.6150203e-07,0.0,1.1396095e-07,6.6474065e-08,1.2644757e-07
5,4.273662e-07,2.6904445e-07,1.30583756e-11,1.9104138e-07,1.11127484e-07,2.0871926e-07
6,6.252957e-07,3.9659628e-07,7.08475e-11,2.8339102e-07,1.651234e-07,3.0676964e-07
7,8.635365e-07,5.5099144e-07,1.5637294e-10,3.950786e-07,2.3060005e-07,4.2523257e-07
8,1.1334888e-06,7.2581054e-07,2.7945962e-10,5.221372e-07,3.0515108e-07,5.5910755e-07
9,1.447501e-06,9.3018105e-07,4.3991116e-10,6.7240427e-07,3.917666e-07,7.174523e-07
10,1.8010031e-06,1.1620813e-06,6.0032923e-10,8.432146e-07,4.904494e-07,8.962925e-07
11,2.1821227e-06,1.4114511e-06,8.2137913e-10,1.0273727e-06,5.9765705e-07,1.0899926e-06
12,2.5991526e-06,1.6856935e-06,1.0723561e-09,1.230121e-06,7.1661844e-07,1.3023873e-06
13,3.0520218e-06,1.9830786e-06,1.3559629e-09,1.4500994e-06,8.468116e-07,1.5314386e-06
14,3.5474789e-06,2.3094428e-06,1.6663653e-09,1.6879831e-06,9.891256e-07,1.7806508e-06
15,4.065555e-06,2.6523317e-06,2.001611e-09,1.9377962e-06,1.1383881e-06,2.0425318e-06
16,4.613225e-06,3.0158046e-06,2.3632825e-09,2.2019367e-06,1.2961399e-06,2.3207465e-06
17,5.1933966e-06,3.4028437e-06,2.7248785e-09,2.4823687e-06,1.4639089e-06,2.6142695e-06
18,5.8143673e-06,3.81611e-06,3.1094376e-09,2.7820313e-06,1.6426263e-06,2.9287226e-06
19,6.4798764e-06,4.2570136e-06,3.6248653e-09,3.102114e-06,1.8326832e-06,3.2637668e-06
20,7.1862837e-06,4.7231006e-06,4.147481e-09,3.439425e-06,2.0342984e-06,3.6176407e-06
21,7.9267065e-06,5.211762e-06,4.672112e-09,3.7925645e-06,2.2456252e-06,3.9897755e-06
22,8.702832e-06,5.72359e-06,5.229025e-09,4.164624e-06,2.466329e-06,4.3804653e-06
23,9.519721e-06,6.2604895e-06,5.8763847e-09,4.556068e-06,2.6977227e-06,4.79126e-06
24,1.0372944e-05,6.8218296e-06,6.545892e-09,4.964463e-06,2.9389362e-06,5.221573e-06
25,1.1259096e-05,7.404107e-06,7.225437e-09,5.38906e-06,3.1905683e-06,5.66884e-06
26,1.21824005e-05,8.012513e-06,7.904844e-09,5.8315586e-06,3.4530867e-06,6.134931e-06
27,1.3152096e-05,8.650017e-06,8.6053245e-09,6.2974177e-06,3.729123e-06,6.6219977e-06
28,1.41629425e-05,9.313037e-06,9.344237e-09,6.781666e-06,4.016546e-06,7.1287727e-06
29,1.5215925e-05,1.00043035e-05,1.0134435e-08,7.2855314e-06,4.3154737e-06,7.65836e-06
30,1.6310889e-05,1.0722458e-05,1.0959776e-08,7.810935e-06,4.6266446e-06,8.209295e-06
31,1.7436909e-05,1.1458242e-05,1.1863616e-08,8.349548e-06,4.946489e-06,8.776062e-06
32,1.8598144e-05,1.2216741e-05,1.2772458e-08,8.9048135e-06,5.276312e-06,9.361075e-06
33,1.9792718e-05,1.2998995e-05,1.3698719e-08,9.477633e-06,5.6161607e-06,9.962841e-06
34,2.1012256e-05,1.3797599e-05,1.4639509e-08,1.0062733e-05,5.9631607e-06,1.0577958e-05
35,2.2277005e-05,1.4627591e-05,1.5612699e-08,1.0671292e-05,6.324023e-06,1.1219017e-05
36,2.3584207e-05,1.5486374e-05,1.6693884e-08,1.1299113e-05,6.6973894e-06,1.18799835e-05
37,2.4929901e-05,1.637164e-05,1.7883751e-08,1.1945385e-05,7.081601e-06,1.256152e-05
38,2.6300653e-05,1.7274173e-05,1.9108391e-08,1.2602004e-05,7.47353e-06,1.3255157e-05
39,2.7708962e-05,1.8203773e-05,2.044826e-08,1.3277135e-05,7.876708e-06,1.396799e-05
40,2.916435e-05,1.9164367e-05,2.1837886e-08,1.3975142e-05,8.294558e-06,1.4704208e-05
41,3.0653293e-05,2.0146514e-05,2.3260991e-08,1.4689873e-05,8.723028e-06,1.545729e-05
42,3.2188495e-05,2.1158145e-05,2.4747479e-08,1.542594e-05,9.164953e-06,1.623351e-05
43,3.3746768e-05,2.2184062e-05,2.6273264e-08,1.6172668e-05,9.613514e-06,1.7021994e-05
44,3.5346715e-05,2.323617e-05,2.7997949e-08,1.6938717e-05,1.007409e-05,1.7830755e-05
45,3.6973142e-05,2.4304458e-05,2.9927435e-08,1.7716757e-05,1.054233e-05,1.8652481e-05
46,3.8634265e-05,2.5396237e-05,3.1888224e-08,1.851216e-05,1.1021924e-05,1.9492845e-05
