,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.4673468e-08,1.0109846e-08,0.0,7.1165718e-09,4.2355035e-09,8.131939e-09
3,5.0588838e-08,3.2799143e-08,0.0,2.3724523e-08,1.4369392e-08,2.6186951e-08
4,9.823112e-08,6.361245e-08,0.0,4.6940453e-08,2.8489572e-08,5.0461146e-08
5,1.5877518e-07,1.019498e-07,0.0,7.5654235e-08,4.664339e-08,8.061399e-08
6,2.3175326e-07,1.479288e-07,0.0,1.10719526e-07,6.931366e-08,1.1644729e-07
7,3.190373e-07,2.036239e-07,0.0,1.5249678e-07,9.5583026e-08,1.5952186e-07
8,4.1756547e-07,2.663662e-07,0.0,2.0054493e-07,1.2569565e-07,2.0873104e-07
9,5.245031e-07,3.3522173e-07,0.0,2.529898e-07,1.5881267e-07,2.6272036e-07
10,6.4208e-07,4.1188537e-07,0.0,3.1157379e-07,1.9585124e-07,3.229864e-07
11,7.7320647e-07,4.974175e-07,0.0,3.7601097e-07,2.3749192e-07,3.8960388e-07
12,9.162471e-07,5.912484e-07,0.0,4.4673592e-07,2.8355228e-07,4.6342086e-07
13,1.0675159e-06,6.9028795e-07,0.0,5.213827e-07,3.326415e-07,5.4191497e-07
14,1.2292327e-06,7.963062e-07,0.0,6.0193247e-07,3.8507991e-07,6.249512e-07
15,1.404456e-06,9.0967603e-07,0.0,6.8899845e-07,4.414951e-07,7.1326224e-07
16,1.596469e-06,1.0335582e-06,3.358611e-11,7.8511516e-07,5.0291266e-07,8.0945904e-07
17,1.8020039e-06,1.1663639e-06,6.7165225e-11,8.879647e-07,5.683526e-07,9.1222415e-07
18,2.0225216e-06,1.3099665e-06,1.03552666e-10,9.999532e-07,6.387781e-07,1.0228827e-06
19,2.2542267e-06,1.4604794e-06,1.3993254e-10,1.1186871e-06,7.133802e-07,1.1399595e-06
20,2.5053312e-06,1.6233635e-06,1.7630482e-10,1.2482847e-06,7.9418356e-07,1.2662971e-06
21,2.7670305e-06,1.7926717e-06,2.1266953e-10,1.3847981e-06,8.7895233e-07,1.3981081e-06
22,3.0423519e-06,1.9711024e-06,2.4902666e-10,1.5284121e-06,9.6844e-07,1.5369679e-06
23,3.3341064e-06,2.1607812e-06,2.939967e-10,1.6807957e-06,1.0635595e-06,1.6846024e-06
24,3.6434308e-06,2.3617704e-06,3.3895733e-10,1.8429108e-06,1.1645928e-06,1.8407294e-06
25,3.9607944e-06,2.5672432e-06,3.8390868e-10,2.009961e-06,1.2685848e-06,2.001054e-06
26,4.295124e-06,2.7844412e-06,4.2885054e-10,2.1866742e-06,1.3778256e-06,2.171296e-06
27,4.639277e-06,3.0088029e-06,4.737832e-10,2.3700113e-06,1.4913214e-06,2.347937e-06
28,4.9988503e-06,3.2432579e-06,5.187063e-10,2.5620998e-06,1.6103191e-06,2.5322324e-06
29,5.3659273e-06,3.4827121e-06,5.636202e-10,2.7595152e-06,1.7325389e-06,2.7205347e-06
30,5.74308e-06,3.72956e-06,6.085247e-10,2.9637986e-06,1.8585814e-06,2.9144696e-06
31,6.1322535e-06,3.983813e-06,6.5341976e-10,3.1753643e-06,1.9894087e-06,3.1152333e-06
32,6.53039e-06,4.243622e-06,6.983057e-10,3.3931105e-06,2.1240485e-06,3.3209235e-06
33,6.939988e-06,4.510422e-06,7.4318207e-10,3.6171668e-06,2.2632407e-06,3.532388e-06
34,7.3575534e-06,4.7819353e-06,7.8804907e-10,3.84667e-06,2.406327e-06,3.7478703e-06
35,7.787246e-06,5.0614194e-06,8.3290697e-10,4.083972e-06,2.5539216e-06,3.970093e-06
36,8.230065e-06,5.3488875e-06,8.7775526e-10,4.3286527e-06,2.706296e-06,4.198542e-06
37,8.691257e-06,5.647615e-06,9.225942e-10,4.582563e-06,2.8636134e-06,4.435727e-06
38,9.163033e-06,5.9537115e-06,9.674241e-10,4.842865e-06,3.025508e-06,4.678642e-06
39,9.643233e-06,6.264567e-06,1.0122443e-09,5.107998e-06,3.1909085e-06,4.925861e-06
40,1.0138203e-05,6.5846266e-06,1.0570554e-09,5.381979e-06,3.361649e-06,5.180973e-06
41,1.0645033e-05,6.9123184e-06,1.1018572e-09,5.663031e-06,3.5370026e-06,5.442905e-06
42,1.1167339e-05,7.248877e-06,1.1705985e-09,5.9522877e-06,3.7181894e-06,5.7125876e-06
43,1.1702852e-05,7.594799e-06,1.2393254e-09,6.249673e-06,3.904544e-06,5.9896124e-06
44,1.2253939e-05,7.949803e-06,1.3080381e-09,6.5551208e-06,4.0960404e-06,6.274075e-06
45,1.2823218e-05,8.316415e-06,1.3767366e-09,6.8709405e-06,4.2935794e-06,6.567179e-06
46,1.340967e-05,8.693694e-06,1.4766237e-09,7.196396e-06,4.496532e-06,6.86941e-06
47,1.4007329e-05,9.077813e-06,1.6068229e-09,7.528746e-06,4.7038075e-06,7.1779737e-06
