,Benzene,Toluene,Ethylbenzene,O-xylene,M-xylene,P-xylene
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,5.8712846e-08,5.0240672e-08,0.0,9.815075e-08,4.816491e-08,4.390937e-08
3,1.5913037e-07,1.3850058e-07,0.0,2.659107e-07,1.3100139e-07,1.199043e-07
4,3.1495878e-07,2.756028e-07,1.3516302e-11,5.268093e-07,2.6124712e-07,2.3672138e-07
5,5.211689e-07,4.5697914e-07,9.541068e-11,8.723327e-07,4.3395679e-07,3.92805e-07
6,7.6773404e-07,6.7453607e-07,3.0482553e-10,1.2872966e-06,6.401695e-07,5.784421e-07
7,1.0671781e-06,9.3928315e-07,5.610187e-10,1.7919376e-06,8.9178013e-07,8.024298e-07
8,1.4064616e-06,1.2397455e-06,8.922075e-10,2.364115e-06,1.1780913e-06,1.0553387e-06
9,1.8041866e-06,1.5932505e-06,1.2573683e-09,3.0379347e-06,1.5134963e-06,1.3516591e-06
10,2.2543456e-06,1.9942534e-06,1.6778761e-09,3.7993625e-06,1.891176e-06,1.6858099e-06
11,2.741451e-06,2.4296824e-06,2.40046e-09,4.625102e-06,2.2978845e-06,2.0476484e-06
12,3.2777336e-06,2.9095552e-06,3.1607892e-09,5.5386045e-06,2.7451015e-06,2.447761e-06
13,3.85908e-06,3.4304892e-06,3.966544e-09,6.5316053e-06,3.22795e-06,2.8797544e-06
14,4.4937033e-06,3.998824e-06,4.819045e-09,7.6123447e-06,3.7554526e-06,3.3499095e-06
15,5.1605975e-06,4.5956267e-06,5.7315495e-09,8.747813e-06,4.310451e-06,3.843807e-06
16,5.8664496e-06,5.224665e-06,6.7097514e-09,9.951126e-06,4.899413e-06,4.3684236e-06
17,6.6145763e-06,5.8909964e-06,7.687752e-09,1.1227623e-05,5.52372e-06,4.9255987e-06
18,7.414271e-06,6.603764e-06,8.711424e-09,1.259051e-05,6.1930727e-06,5.5214296e-06
19,8.267336e-06,7.364194e-06,1.0086928e-08,1.4042954e-05,6.9089456e-06,6.157759e-06
20,9.169192e-06,8.16822e-06,1.1530717e-08,1.5576265e-05,7.663694e-06,6.832342e-06
21,1.0115461e-05,9.012788e-06,1.3042457e-08,1.718744e-05,8.454927e-06,7.539018e-06
22,1.1107934e-05,9.898561e-06,1.4610833e-08,1.8880577e-05,9.286271e-06,8.2813385e-06
23,1.2150012e-05,1.0828412e-05,1.630347e-08,2.065453e-05,1.0161165e-05,9.06189e-06
24,1.3240179e-05,1.1801948e-05,1.811338e-08,2.2510534e-05,1.1075163e-05,9.878626e-06
25,1.4372678e-05,1.2813145e-05,2.0025146e-08,2.4438326e-05,1.20246605e-05,1.0726444e-05
26,1.5554151e-05,1.3869183e-05,2.1936517e-08,2.6452806e-05,1.3016351e-05,1.1610607e-05
27,1.6793354e-05,1.4976056e-05,2.384749e-08,2.8565702e-05,1.4055637e-05,1.2537483e-05
28,1.8084214e-05,1.6128442e-05,2.583678e-08,3.0762858e-05,1.5136774e-05,1.3502502e-05
29,1.9428173e-05,1.7327424e-05,2.798813e-08,3.3051834e-05,1.6263863e-05,1.4506641e-05
30,2.0825333e-05,1.8574936e-05,3.027321e-08,3.54279e-05,1.7436794e-05,1.55501e-05
31,2.2259364e-05,1.9855934e-05,3.2770785e-08,3.7865542e-05,1.864129e-05,1.6621007e-05
32,2.3738237e-05,2.1176054e-05,3.5284213e-08,4.0380077e-05,1.9883968e-05,1.7725939e-05
33,2.5261106e-05,2.2535422e-05,3.786899e-08,4.2970107e-05,2.1164122e-05,1.8863826e-05
34,2.681599e-05,2.3923049e-05,4.0555623e-08,4.561544e-05,2.2472106e-05,2.0026137e-05
35,2.8432605e-05,2.5366402e-05,4.333984e-08,4.836655e-05,2.3830016e-05,2.1233294e-05
36,3.0102652e-05,2.6858705e-05,4.6258336e-08,5.1210885e-05,2.5232524e-05,2.2480777e-05
37,3.182218e-05,2.8395238e-05,4.942455e-08,5.4139287e-05,2.6678299e-05,2.3765015e-05
38,3.3574437e-05,2.9959587e-05,5.25901e-08,5.7121022e-05,2.8149989e-05,2.507461e-05
39,3.537639e-05,3.156733e-05,5.6067737e-08,6.0185397e-05,2.9664445e-05,2.6420897e-05
40,3.723731e-05,3.322882e-05,5.964325e-08,6.334754e-05,3.1226664e-05,2.7812966e-05
41,3.9141167e-05,3.4926994e-05,6.329455e-08,6.6582914e-05,3.2825992e-05,2.9237204e-05
42,4.1103423e-05,3.6676887e-05,6.7141585e-08,6.9915026e-05,3.4472956e-05,3.070441e-05
43,4.3094686e-05,3.845116e-05,7.10222e-08,7.3295385e-05,3.614364e-05,3.2192536e-05
44,4.5138888e-05,4.0273688e-05,7.535347e-08,7.676065e-05,3.7856833e-05,3.3720455e-05
45,4.7215577e-05,4.2124353e-05,8.037088e-08,8.027614e-05,3.959485e-05,3.52716e-05
46,4.9339815e-05,4.4018492e-05,8.541171e-08,8.387108e-05,4.1371946e-05,3.685708e-05
